Data,USD_BRL,Dia,Mes,Ano
2011-07-05,1.57,5,7,2011
2011-07-04,1.55,4,7,2011
2011-07-01,1.56,1,7,2011
2011-06-30,1.56,30,6,2011
2011-06-29,1.57,29,6,2011
2011-06-28,1.58,28,6,2011
2011-06-27,1.59,27,6,2011
2011-06-24,1.6,24,6,2011
2011-06-23,1.59,23,6,2011
2011-06-22,1.59,22,6,2011
2011-06-21,1.59,21,6,2011
2011-06-20,1.6,20,6,2011
2011-06-17,1.6,17,6,2011
2011-06-16,1.6,16,6,2011
2011-06-15,1.6,15,6,2011
2011-06-14,1.58,14,6,2011
2011-06-13,1.58,13,6,2011
2011-06-10,1.6,10,6,2011
2011-06-09,1.58,9,6,2011
2011-06-08,1.58,8,6,2011
2011-06-07,1.58,7,6,2011
2011-06-06,1.58,6,6,2011
2011-06-03,1.58,3,6,2011
2011-06-02,1.58,2,6,2011
2011-06-01,1.59,1,6,2011
2011-05-31,1.58,31,5,2011
2011-05-30,1.59,30,5,2011
2011-05-27,1.59,27,5,2011
2011-05-26,1.62,26,5,2011
2011-05-25,1.63,25,5,2011
2011-05-24,1.62,24,5,2011
2011-05-23,1.63,23,5,2011
2011-05-20,1.62,20,5,2011
2011-05-19,1.62,19,5,2011
2011-05-18,1.61,18,5,2011
2011-05-17,1.62,17,5,2011
2011-05-16,1.63,16,5,2011
2011-05-13,1.64,13,5,2011
2011-05-12,1.62,12,5,2011
2011-05-11,1.62,11,5,2011
2011-05-10,1.6,10,5,2011
2011-05-09,1.61,9,5,2011
2011-05-06,1.62,6,5,2011
2011-05-05,1.62,5,5,2011
2011-05-04,1.62,4,5,2011
2011-05-03,1.59,3,5,2011
2011-05-02,1.59,2,5,2011
2011-04-29,1.58,29,4,2011
2011-04-28,1.58,28,4,2011
2011-04-27,1.57,27,4,2011
2011-04-26,1.56,26,4,2011
2011-04-25,1.57,25,4,2011
2011-04-22,1.56,22,4,2011
2011-04-21,1.56,21,4,2011
2011-04-20,1.57,20,4,2011
2011-04-19,1.58,19,4,2011
2011-04-18,1.59,18,4,2011
2011-04-15,1.58,15,4,2011
2011-04-14,1.58,14,4,2011
2011-04-13,1.59,13,4,2011
2011-04-12,1.6,12,4,2011
2011-04-11,1.58,11,4,2011
2011-04-08,1.57,8,4,2011
2011-04-07,1.59,7,4,2011
2011-04-06,1.61,6,4,2011
2011-04-05,1.61,5,4,2011
2011-04-04,1.61,4,4,2011
2011-04-01,1.63,1,4,2011
2011-03-31,1.63,31,3,2011
2011-03-30,1.63,30,3,2011
2011-03-29,1.65,29,3,2011
2011-03-28,1.66,28,3,2011
2011-03-25,1.66,25,3,2011
2011-03-24,1.66,24,3,2011
2011-03-23,1.66,23,3,2011
2011-03-22,1.66,22,3,2011
2011-03-21,1.67,21,3,2011
2011-03-18,1.67,18,3,2011
2011-03-17,1.68,17,3,2011
2011-03-16,1.68,16,3,2011
2011-03-15,1.67,15,3,2011
2011-03-14,1.66,14,3,2011
2011-03-11,1.66,11,3,2011
2011-03-10,1.66,10,3,2011
2011-03-09,1.65,9,3,2011
2011-03-08,1.65,8,3,2011
2011-03-07,1.65,7,3,2011
2011-03-04,1.66,4,3,2011
2011-03-03,1.65,3,3,2011
2011-03-02,1.66,2,3,2011
2011-03-01,1.66,1,3,2011
2011-02-28,1.66,28,2,2011
2011-02-25,1.66,25,2,2011
2011-02-24,1.66,24,2,2011
2011-02-23,1.67,23,2,2011
2011-02-22,1.67,22,2,2011
2011-02-21,1.67,21,2,2011
2011-02-18,1.66,18,2,2011
2011-02-17,1.66,17,2,2011
2011-02-16,1.67,16,2,2011
2011-02-15,1.67,15,2,2011
2011-02-14,1.67,14,2,2011
2011-02-11,1.67,11,2,2011
2011-02-10,1.67,10,2,2011
2011-02-09,1.66,9,2,2011
2011-02-08,1.66,8,2,2011
2011-02-07,1.68,7,2,2011
2011-02-04,1.67,4,2,2011
2011-02-03,1.67,3,2,2011
2011-02-02,1.67,2,2,2011
2011-02-01,1.66,1,2,2011
2011-01-31,1.67,31,1,2011
2011-01-28,1.68,28,1,2011
2011-01-27,1.68,27,1,2011
2011-01-26,1.67,26,1,2011
2011-01-25,1.67,25,1,2011
2011-01-24,1.67,24,1,2011
2011-01-21,1.68,21,1,2011
2011-01-20,1.67,20,1,2011
2011-01-19,1.67,19,1,2011
2011-01-18,1.67,18,1,2011
2011-01-17,1.68,17,1,2011
2011-01-14,1.69,14,1,2011
2011-01-13,1.67,13,1,2011
2011-01-12,1.67,12,1,2011
2011-01-11,1.68,11,1,2011
2011-01-10,1.69,10,1,2011
2011-01-07,1.68,7,1,2011
2011-01-06,1.69,6,1,2011
2011-01-05,1.67,5,1,2011
2011-01-04,1.66,4,1,2011
2011-01-03,1.65,3,1,2011
2010-12-31,1.66,31,12,2010
2010-12-30,1.66,30,12,2010
2010-12-29,1.68,29,12,2010
2010-12-28,1.69,28,12,2010
2010-12-27,1.69,27,12,2010
2010-12-24,1.69,24,12,2010
2010-12-23,1.69,23,12,2010
2010-12-22,1.7,22,12,2010
2010-12-21,1.7,21,12,2010
2010-12-20,1.71,20,12,2010
2010-12-17,1.71,17,12,2010
2010-12-16,1.7,16,12,2010
2010-12-15,1.71,15,12,2010
2010-12-14,1.7,14,12,2010
2010-12-13,1.69,13,12,2010
2010-12-10,1.71,10,12,2010
2010-12-09,1.71,9,12,2010
2010-12-08,1.69,8,12,2010
2010-12-07,1.68,7,12,2010
2010-12-06,1.67,6,12,2010
2010-12-03,1.69,3,12,2010
2010-12-02,1.7,2,12,2010
2010-12-01,1.71,1,12,2010
2010-11-30,1.72,30,11,2010
2010-11-29,1.72,29,11,2010
2010-11-26,1.73,26,11,2010
2010-11-25,1.72,25,11,2010
2010-11-24,1.72,24,11,2010
2010-11-23,1.74,23,11,2010
2010-11-22,1.72,22,11,2010
2010-11-19,1.72,19,11,2010
2010-11-18,1.71,18,11,2010
2010-11-17,1.73,17,11,2010
2010-11-16,1.74,16,11,2010
2010-11-15,1.72,15,11,2010
2010-11-12,1.72,12,11,2010
2010-11-11,1.72,11,11,2010
2010-11-10,1.71,10,11,2010
2010-11-09,1.7,9,11,2010
2010-11-08,1.7,8,11,2010
2010-11-05,1.68,5,11,2010
2010-11-04,1.67,4,11,2010
2010-11-03,1.69,3,11,2010
2010-11-02,1.7,2,11,2010
2010-11-01,1.7,1,11,2010
2010-10-29,1.7,29,10,2010
2010-10-28,1.7,28,10,2010
2010-10-27,1.72,27,10,2010
2010-10-26,1.7,26,10,2010
2010-10-25,1.7,25,10,2010
2010-10-22,1.71,22,10,2010
2010-10-21,1.7,21,10,2010
2010-10-20,1.68,20,10,2010
2010-10-19,1.68,19,10,2010
2010-10-18,1.67,18,10,2010
2010-10-15,1.67,15,10,2010
2010-10-14,1.66,14,10,2010
2010-10-13,1.65,13,10,2010
2010-10-12,1.67,12,10,2010
2010-10-11,1.67,11,10,2010
2010-10-08,1.67,8,10,2010
2010-10-07,1.68,7,10,2010
2010-10-06,1.68,6,10,2010
2010-10-05,1.66,5,10,2010
2010-10-04,1.7,4,10,2010
2010-10-01,1.69,1,10,2010
2010-09-30,1.69,30,9,2010
2010-09-29,1.7,29,9,2010
2010-09-28,1.71,28,9,2010
2010-09-27,1.71,27,9,2010
2010-09-24,1.71,24,9,2010
2010-09-23,1.72,23,9,2010
2010-09-22,1.72,22,9,2010
2010-09-21,1.71,21,9,2010
2010-09-20,1.73,20,9,2010
2010-09-17,1.72,17,9,2010
2010-09-16,1.71,16,9,2010
2010-09-15,1.72,15,9,2010
2010-09-14,1.71,14,9,2010
2010-09-13,1.71,13,9,2010
2010-09-10,1.72,10,9,2010
2010-09-09,1.72,9,9,2010
2010-09-08,1.73,8,9,2010
2010-09-07,1.73,7,9,2010
2010-09-06,1.73,6,9,2010
2010-09-03,1.73,3,9,2010
2010-09-02,1.73,2,9,2010
2010-09-01,1.74,1,9,2010
2010-08-31,1.76,31,8,2010
2010-08-30,1.76,30,8,2010
2010-08-27,1.75,27,8,2010
2010-08-26,1.76,26,8,2010
2010-08-25,1.76,25,8,2010
2010-08-24,1.77,24,8,2010
2010-08-23,1.77,23,8,2010
2010-08-20,1.76,20,8,2010
2010-08-19,1.76,19,8,2010
2010-08-18,1.75,18,8,2010
2010-08-17,1.75,17,8,2010
2010-08-16,1.76,16,8,2010
2010-08-13,1.77,13,8,2010
2010-08-12,1.77,12,8,2010
2010-08-11,1.77,11,8,2010
2010-08-10,1.75,10,8,2010
2010-08-09,1.75,9,8,2010
2010-08-06,1.76,6,8,2010
2010-08-05,1.75,5,8,2010
2010-08-04,1.75,4,8,2010
2010-08-03,1.76,3,8,2010
2010-08-02,1.75,2,8,2010
2010-07-30,1.75,30,7,2010
2010-07-29,1.76,29,7,2010
2010-07-28,1.77,28,7,2010
2010-07-27,1.77,27,7,2010
2010-07-26,1.76,26,7,2010
2010-07-23,1.77,23,7,2010
2010-07-22,1.76,22,7,2010
2010-07-21,1.78,21,7,2010
2010-07-20,1.77,20,7,2010
2010-07-19,1.79,19,7,2010
2010-07-16,1.78,16,7,2010
2010-07-15,1.76,15,7,2010
2010-07-14,1.76,14,7,2010
2010-07-13,1.75,13,7,2010
2010-07-12,1.76,12,7,2010
2010-07-09,1.76,9,7,2010
2010-07-08,1.76,8,7,2010
2010-07-07,1.77,7,7,2010
2010-07-06,1.78,6,7,2010
2010-07-05,1.78,5,7,2010
2010-07-02,1.77,2,7,2010
2010-07-01,1.79,1,7,2010
2010-06-30,1.8,30,6,2010
2010-06-29,1.81,29,6,2010
2010-06-28,1.78,28,6,2010
2010-06-25,1.78,25,6,2010
2010-06-24,1.78,24,6,2010
2010-06-23,1.79,23,6,2010
2010-06-22,1.79,22,6,2010
2010-06-21,1.77,21,6,2010
2010-06-18,1.77,18,6,2010
2010-06-17,1.78,17,6,2010
2010-06-16,1.79,16,6,2010
2010-06-15,1.78,15,6,2010
2010-06-14,1.81,14,6,2010
2010-06-11,1.81,11,6,2010
2010-06-10,1.8,10,6,2010
2010-06-09,1.85,9,6,2010
2010-06-08,1.85,8,6,2010
2010-06-07,1.88,7,6,2010
2010-06-04,1.86,4,6,2010
2010-06-03,1.82,3,6,2010
2010-06-02,1.82,2,6,2010
2010-06-01,1.85,1,6,2010
2010-05-31,1.82,31,5,2010
2010-05-28,1.82,28,5,2010
2010-05-27,1.81,27,5,2010
2010-05-26,1.87,26,5,2010
2010-05-25,1.84,25,5,2010
2010-05-24,1.87,24,5,2010
2010-05-21,1.85,21,5,2010
2010-05-20,1.88,20,5,2010
2010-05-19,1.83,19,5,2010
2010-05-18,1.82,18,5,2010
2010-05-17,1.8,17,5,2010
2010-05-14,1.8,14,5,2010
2010-05-13,1.77,13,5,2010
2010-05-12,1.77,12,5,2010
2010-05-11,1.79,11,5,2010
2010-05-10,1.77,10,5,2010
2010-05-07,1.84,7,5,2010
2010-05-06,1.85,6,5,2010
2010-05-05,1.79,5,5,2010
2010-05-04,1.76,4,5,2010
2010-05-03,1.73,3,5,2010
2010-04-30,1.74,30,4,2010
2010-04-29,1.73,29,4,2010
2010-04-28,1.75,28,4,2010
2010-04-27,1.77,27,4,2010
2010-04-26,1.75,26,4,2010
2010-04-23,1.76,23,4,2010
2010-04-22,1.76,22,4,2010
2010-04-21,1.75,21,4,2010
2010-04-20,1.75,20,4,2010
2010-04-19,1.76,19,4,2010
2010-04-16,1.76,16,4,2010
2010-04-15,1.75,15,4,2010
2010-04-14,1.74,14,4,2010
2010-04-13,1.75,13,4,2010
2010-04-12,1.75,12,4,2010
2010-04-09,1.77,9,4,2010
2010-04-08,1.78,8,4,2010
2010-04-07,1.78,7,4,2010
2010-04-06,1.75,6,4,2010
2010-04-05,1.76,5,4,2010
2010-04-02,1.76,2,4,2010
2010-04-01,1.76,1,4,2010
2010-03-31,1.78,31,3,2010
2010-03-30,1.79,30,3,2010
2010-03-29,1.79,29,3,2010
2010-03-26,1.82,26,3,2010
2010-03-25,1.82,25,3,2010
2010-03-24,1.8,24,3,2010
2010-03-23,1.78,23,3,2010
2010-03-22,1.79,22,3,2010
2010-03-19,1.8,19,3,2010
2010-03-18,1.79,18,3,2010
2010-03-17,1.77,17,3,2010
2010-03-16,1.77,16,3,2010
2010-03-15,1.76,15,3,2010
2010-03-12,1.76,12,3,2010
2010-03-11,1.76,11,3,2010
2010-03-10,1.77,10,3,2010
2010-03-09,1.78,9,3,2010
2010-03-08,1.79,8,3,2010
2010-03-05,1.78,5,3,2010
2010-03-04,1.79,4,3,2010
2010-03-03,1.79,3,3,2010
2010-03-02,1.79,2,3,2010
2010-03-01,1.8,1,3,2010
2010-02-26,1.81,26,2,2010
2010-02-25,1.82,25,2,2010
2010-02-24,1.82,24,2,2010
2010-02-23,1.83,23,2,2010
2010-02-22,1.81,22,2,2010
2010-02-19,1.8,19,2,2010
2010-02-18,1.83,18,2,2010
2010-02-17,1.83,17,2,2010
2010-02-16,1.84,16,2,2010
2010-02-15,1.85,15,2,2010
2010-02-12,1.85,12,2,2010
2010-02-11,1.85,11,2,2010
2010-02-10,1.86,10,2,2010
2010-02-09,1.85,9,2,2010
2010-02-08,1.88,8,2,2010
2010-02-05,1.88,5,2,2010
2010-02-04,1.87,4,2,2010
2010-02-03,1.85,3,2,2010
2010-02-02,1.83,2,2,2010
2010-02-01,1.86,1,2,2010
2010-01-29,1.88,29,1,2010
2010-01-28,1.87,28,1,2010
2010-01-27,1.85,27,1,2010
2010-01-26,1.84,26,1,2010
2010-01-25,1.82,25,1,2010
2010-01-22,1.82,22,1,2010
2010-01-21,1.8,21,1,2010
2010-01-20,1.79,20,1,2010
2010-01-19,1.77,19,1,2010
2010-01-18,1.76,18,1,2010
2010-01-15,1.77,15,1,2010
2010-01-14,1.76,14,1,2010
2010-01-13,1.76,13,1,2010
2010-01-12,1.75,12,1,2010
2010-01-11,1.74,11,1,2010
2010-01-08,1.73,8,1,2010
2010-01-07,1.75,7,1,2010
2010-01-06,1.73,6,1,2010
2010-01-05,1.73,5,1,2010
2010-01-04,1.72,4,1,2010
2010-01-01,1.74,1,1,2010
